date staff_id actual_worked_hours
2020-09-06 8744T 9
2020-09-06 8100O 7
2020-09-06 7106Q 4
2020-09-06 9598T 5
2020-09-06 7380A 8
2020-09-06 2310R 11
2020-09-06 7904G 4
2020-09-06 9900H 9
2020-09-06 7659D 4
2020-09-06 9350P 11
2020-09-06 6072F 11
2020-09-07 8744T 7
2020-09-07 8100O 7
2020-09-07 7106Q 8
2020-09-07 9598T 10
2020-09-07 7380A 4
2020-09-07 2310R 9
2020-09-07 7904G 4
2020-09-07 9900H 10
2020-09-07 7659D 4
2020-09-07 9350P 11
2020-09-07 6072F 4
2020-09-08 8744T 10
2020-09-08 8100O 10
2020-09-08 7106Q 11
2020-09-08 9598T 7
2020-09-08 7380A 5
2020-09-08 2310R 4
2020-09-08 7904G 5
2020-09-08 9900H 6
2020-09-08 7659D 5
2020-09-08 9350P 7
2020-09-08 6072F 10
2020-09-09 8744T 10
2020-09-09 8100O 5
2020-09-09 7106Q 8
2020-09-09 9598T 4
2020-09-09 7380A 11
2020-09-09 2310R 7
2020-09-09 7904G 10
2020-09-09 9900H 9
2020-09-09 7659D 6
2020-09-09 9350P 5
2020-09-09 6072F 7
2020-09-10 8744T 11
2020-09-10 8100O 6
2020-09-10 7106Q 4
2020-09-10 9598T 7
2020-09-10 7380A 7
2020-09-10 2310R 5
2020-09-10 7904G 4
2020-09-10 9900H 5
2020-09-10 7659D 5
2020-09-10 9350P 9
2020-09-10 6072F 8
2020-09-11 8744T 4
2020-09-11 8100O 8
2020-09-11 7106Q 8
2020-09-11 9598T 6
2020-09-11 7380A 9
2020-09-11 2310R 5
2020-09-11 7904G 11
2020-09-11 9900H 8
2020-09-11 7659D 10
2020-09-11 9350P 9
2020-09-11 6072F 10
2020-09-12 8744T 11
2020-09-12 8100O 9
2020-09-12 7106Q 9
2020-09-12 9598T 11
2020-09-12 7380A 7
2020-09-12 2310R 7
2020-09-12 7904G 4
2020-09-12 9900H 7
2020-09-12 7659D 5
2020-09-12 9350P 11
2020-09-12 6072F 8
2020-09-13 8744T 11
2020-09-13 8100O 10
2020-09-13 7106Q 9
2020-09-13 9598T 4
2020-09-13 7380A 10
2020-09-13 2310R 6
2020-09-13 7904G 7
2020-09-13 9900H 6
2020-09-13 7659D 6
2020-09-13 9350P 7
2020-09-13 6072F 9
2020-09-14 8744T 11
2020-09-14 8100O 10
2020-09-14 7106Q 10
2020-09-14 9598T 5
2020-09-14 7380A 9
2020-09-14 2310R 8
2020-09-14 7904G 11
2020-09-14 9900H 8
2020-09-14 7659D 5
2020-09-14 9350P 10
2020-09-14 6072F 9
2020-09-15 8744T 9
2020-09-15 8100O 6
2020-09-15 7106Q 5
2020-09-15 9598T 10
2020-09-15 7380A 4
2020-09-15 2310R 9
2020-09-15 7904G 7
2020-09-15 9900H 6
2020-09-15 7659D 7
2020-09-15 9350P 11
2020-09-15 6072F 9
2020-09-16 8744T 9
2020-09-16 8100O 5
2020-09-16 7106Q 8
2020-09-16 9598T 8
2020-09-16 7380A 4
2020-09-16 2310R 11
2020-09-16 7904G 7
2020-09-16 9900H 5
2020-09-16 7659D 9
2020-09-16 9350P 8
2020-09-16 6072F 5
2020-09-17 8744T 7
2020-09-17 8100O 11
2020-09-17 7106Q 8
2020-09-17 9598T 6
2020-09-17 7380A 5
2020-09-17 2310R 4
2020-09-17 7904G 10
2020-09-17 9900H 11
2020-09-17 7659D 11
2020-09-17 9350P 9
2020-09-17 6072F 6
2020-09-18 8744T 7
2020-09-18 8100O 11
2020-09-18 7106Q 5
2020-09-18 9598T 11
2020-09-18 7380A 10
2020-09-18 2310R 5
2020-09-18 7904G 8
2020-09-18 9900H 11
2020-09-18 7659D 9
2020-09-18 9350P 8
2020-09-18 6072F 9
2020-09-19 8744T 9
2020-09-19 8100O 11
2020-09-19 7106Q 9
2020-09-19 9598T 10
2020-09-19 7380A 6
2020-09-19 2310R 6
2020-09-19 7904G 11
2020-09-19 9900H 9
2020-09-19 7659D 5
2020-09-19 9350P 5
2020-09-19 6072F 8
2020-09-20 8744T 8
2020-09-20 8100O 6
2020-09-20 7106Q 9
2020-09-20 9598T 6
2020-09-20 7380A 5
2020-09-20 2310R 9
2020-09-20 7904G 8
2020-09-20 9900H 7
2020-09-20 7659D 4
2020-09-20 9350P 6
2020-09-20 6072F 11
2020-09-21 8744T 7
2020-09-21 8100O 10
2020-09-21 7106Q 7
2020-09-21 9598T 5
2020-09-21 7380A 10
2020-09-21 2310R 9
2020-09-21 7904G 5
2020-09-21 9900H 10
2020-09-21 7659D 7
2020-09-21 9350P 9
2020-09-21 6072F 7
2020-09-22 8744T 6
2020-09-22 8100O 9
2020-09-22 7106Q 9
2020-09-22 9598T 4
2020-09-22 7380A 10
2020-09-22 2310R 5
2020-09-22 7904G 8
2020-09-22 9900H 7
2020-09-22 7659D 10
2020-09-22 9350P 6
2020-09-22 6072F 9
2020-09-23 8744T 8
2020-09-23 8100O 9
2020-09-23 7106Q 6
2020-09-23 9598T 11
2020-09-23 7380A 10
2020-09-23 2310R 9
2020-09-23 7904G 9
2020-09-23 9900H 7
2020-09-23 7659D 6
2020-09-23 9350P 10
2020-09-23 6072F 6
2020-09-24 8744T 4
2020-09-24 8100O 11
2020-09-24 7106Q 4
2020-09-24 9598T 10
2020-09-24 7380A 6
2020-09-24 2310R 4
2020-09-24 7904G 11
2020-09-24 9900H 7
2020-09-24 7659D 10
2020-09-24 9350P 4
2020-09-24 6072F 8
2020-09-25 8744T 6
2020-09-25 8100O 8
2020-09-25 7106Q 9
2020-09-25 9598T 4
2020-09-25 7380A 5
2020-09-25 2310R 7
2020-09-25 7904G 6
2020-09-25 9900H 7
2020-09-25 7659D 7
2020-09-25 9350P 8
2020-09-25 6072F 10
2020-09-26 8744T 11
2020-09-26 8100O 9
2020-09-26 7106Q 8
2020-09-26 9598T 10
2020-09-26 7380A 9
2020-09-26 2310R 10
2020-09-26 7904G 6
2020-09-26 9900H 9
2020-09-26 7659D 9
2020-09-26 9350P 6
2020-09-26 6072F 5
2020-09-27 8744T 10
2020-09-27 8100O 8
2020-09-27 7106Q 4
2020-09-27 9598T 8
2020-09-27 7380A 11
2020-09-27 2310R 11
2020-09-27 7904G 8
2020-09-27 9900H 11
2020-09-27 7659D 4
2020-09-27 9350P 9
2020-09-27 6072F 7
2020-09-28 8744T 5
2020-09-28 8100O 4
2020-09-28 7106Q 11
2020-09-28 9598T 7
2020-09-28 7380A 10
2020-09-28 2310R 9
2020-09-28 7904G 8
2020-09-28 9900H 11
2020-09-28 7659D 10
2020-09-28 9350P 8
2020-09-28 6072F 8
2020-09-29 8744T 10
2020-09-29 8100O 7
2020-09-29 7106Q 11
2020-09-29 9598T 7
2020-09-29 7380A 5
2020-09-29 2310R 8
2020-09-29 7904G 10
2020-09-29 9900H 11
2020-09-29 7659D 8
2020-09-29 9350P 4
2020-09-29 6072F 7
2020-09-30 8744T 5
2020-09-30 8100O 11
2020-09-30 7106Q 10
2020-09-30 9598T 8
2020-09-30 7380A 6
2020-09-30 2310R 4
2020-09-30 7904G 5
2020-09-30 9900H 10
2020-09-30 7659D 5
2020-09-30 9350P 4
2020-09-30 6072F 5
2020-10-01 8744T 6
2020-10-01 8100O 9
2020-10-01 7106Q 9
2020-10-01 9598T 8
2020-10-01 7380A 6
2020-10-01 2310R 8
2020-10-01 7904G 5
2020-10-01 9900H 8
2020-10-01 7659D 10
2020-10-01 9350P 10
2020-10-01 6072F 4
2020-10-02 8744T 6
2020-10-02 8100O 11
2020-10-02 7106Q 11
2020-10-02 9598T 5
2020-10-02 7380A 9
2020-10-02 2310R 4
2020-10-02 7904G 11
2020-10-02 9900H 11
2020-10-02 7659D 6
2020-10-02 9350P 11
2020-10-02 6072F 7
2020-10-03 8744T 5
2020-10-03 8100O 8
2020-10-03 7106Q 11
2020-10-03 9598T 10
2020-10-03 7380A 6
2020-10-03 2310R 6
2020-10-03 7904G 9
2020-10-03 9900H 11
2020-10-03 7659D 11
2020-10-03 9350P 9
2020-10-03 6072F 6
2020-10-04 8744T 11
2020-10-04 8100O 10
2020-10-04 7106Q 6
2020-10-04 9598T 4
2020-10-04 7380A 10
2020-10-04 2310R 8
2020-10-04 7904G 10
2020-10-04 9900H 7
2020-10-04 7659D 10
2020-10-04 9350P 4
2020-10-04 6072F 7
2020-10-05 8744T 4
2020-10-05 8100O 4
2020-10-05 7106Q 4
2020-10-05 9598T 9
2020-10-05 7380A 8
2020-10-05 2310R 8
2020-10-05 7904G 10
2020-10-05 9900H 10
2020-10-05 7659D 4
2020-10-05 9350P 8
2020-10-05 6072F 9
2020-10-06 8744T 4
2020-10-06 8100O 9
2020-10-06 7106Q 8
2020-10-06 9598T 8
2020-10-06 7380A 8
2020-10-06 2310R 9
2020-10-06 7904G 10
2020-10-06 9900H 4
2020-10-06 7659D 7
2020-10-06 9350P 8
2020-10-06 6072F 11
2020-10-07 8744T 9
2020-10-07 8100O 5
2020-10-07 7106Q 7
2020-10-07 9598T 9
2020-10-07 7380A 7
2020-10-07 2310R 8
2020-10-07 7904G 6
2020-10-07 9900H 4
2020-10-07 7659D 9
2020-10-07 9350P 4
2020-10-07 6072F 9
2020-10-08 8744T 5
2020-10-08 8100O 5
2020-10-08 7106Q 9
2020-10-08 9598T 7
2020-10-08 7380A 6
2020-10-08 2310R 10
2020-10-08 7904G 5
2020-10-08 9900H 11
2020-10-08 7659D 7
2020-10-08 9350P 10
2020-10-08 6072F 10
2020-10-09 8744T 10
2020-10-09 8100O 11
2020-10-09 7106Q 8
2020-10-09 9598T 8
2020-10-09 7380A 6
2020-10-09 2310R 4
2020-10-09 7904G 9
2020-10-09 9900H 7
2020-10-09 7659D 8
2020-10-09 9350P 7
2020-10-09 6072F 8
2020-10-10 8744T 10
2020-10-10 8100O 8
2020-10-10 7106Q 8
2020-10-10 9598T 7
2020-10-10 7380A 8
2020-10-10 2310R 5
2020-10-10 7904G 11
2020-10-10 9900H 9
2020-10-10 7659D 6
2020-10-10 9350P 11
2020-10-10 6072F 11
2020-10-11 8744T 11
2020-10-11 8100O 4
2020-10-11 7106Q 5
2020-10-11 9598T 4
2020-10-11 7380A 9
2020-10-11 2310R 10
2020-10-11 7904G 6
2020-10-11 9900H 8
2020-10-11 7659D 5
2020-10-11 9350P 4
2020-10-11 6072F 8
2020-10-12 8744T 11
2020-10-12 8100O 7
2020-10-12 7106Q 8
2020-10-12 9598T 7
2020-10-12 7380A 6
2020-10-12 2310R 4
2020-10-12 7904G 6
2020-10-12 9900H 6
2020-10-12 7659D 5
2020-10-12 9350P 8
2020-10-12 6072F 4
2020-10-13 8744T 7
2020-10-13 8100O 8
2020-10-13 7106Q 10
2020-10-13 9598T 6
2020-10-13 7380A 4
2020-10-13 2310R 9
2020-10-13 7904G 6
2020-10-13 9900H 11
2020-10-13 7659D 7
2020-10-13 9350P 5
2020-10-13 6072F 9
2020-10-14 8744T 11
2020-10-14 8100O 11
2020-10-14 7106Q 7
2020-10-14 9598T 8
2020-10-14 7380A 10
2020-10-14 2310R 11
2020-10-14 7904G 9
2020-10-14 9900H 7
2020-10-14 7659D 9
2020-10-14 9350P 7
2020-10-14 6072F 8
2020-10-15 8744T 8
2020-10-15 8100O 7
2020-10-15 7106Q 7
2020-10-15 9598T 6
2020-10-15 7380A 7
2020-10-15 2310R 9
2020-10-15 7904G 11
2020-10-15 9900H 6
2020-10-15 7659D 9
2020-10-15 9350P 7
2020-10-15 6072F 10
2020-10-16 8744T 9
2020-10-16 8100O 8
2020-10-16 7106Q 8
2020-10-16 9598T 8
2020-10-16 7380A 4
2020-10-16 2310R 7
2020-10-16 7904G 4
2020-10-16 9900H 10
2020-10-16 7659D 6
2020-10-16 9350P 4
2020-10-16 6072F 7
2020-10-17 8744T 6
2020-10-17 8100O 5
2020-10-17 7106Q 7
2020-10-17 9598T 11
2020-10-17 7380A 7
2020-10-17 2310R 7
2020-10-17 7904G 7
2020-10-17 9900H 7
2020-10-17 7659D 7
2020-10-17 9350P 11
2020-10-17 6072F 7
2020-10-18 8744T 7
2020-10-18 8100O 6
2020-10-18 7106Q 8
2020-10-18 9598T 8
2020-10-18 7380A 6
2020-10-18 2310R 9
2020-10-18 7904G 7
2020-10-18 9900H 5
2020-10-18 7659D 9
2020-10-18 9350P 11
2020-10-18 6072F 4
2020-10-19 8744T 4
2020-10-19 8100O 11
2020-10-19 7106Q 11
2020-10-19 9598T 9
2020-10-19 7380A 8
2020-10-19 2310R 6
2020-10-19 7904G 9
2020-10-19 9900H 8
2020-10-19 7659D 10
2020-10-19 9350P 10
2020-10-19 6072F 4
2020-10-20 8744T 5
2020-10-20 8100O 7
2020-10-20 7106Q 4
2020-10-20 9598T 7
2020-10-20 7380A 10
2020-10-20 2310R 11
2020-10-20 7904G 10
2020-10-20 9900H 9
2020-10-20 7659D 5
2020-10-20 9350P 8
2020-10-20 6072F 10
2020-10-21 8744T 7
2020-10-21 8100O 9
2020-10-21 7106Q 9
2020-10-21 9598T 9
2020-10-21 7380A 4
2020-10-21 2310R 8
2020-10-21 7904G 10
2020-10-21 9900H 4
2020-10-21 7659D 5
2020-10-21 9350P 4
2020-10-21 6072F 8
2020-10-22 8744T 9
2020-10-22 8100O 9
2020-10-22 7106Q 11
2020-10-22 9598T 5
2020-10-22 7380A 8
2020-10-22 2310R 11
2020-10-22 7904G 4
2020-10-22 9900H 4
2020-10-22 7659D 8
2020-10-22 9350P 9
2020-10-22 6072F 9
2020-10-23 8744T 5
2020-10-23 8100O 9
2020-10-23 7106Q 5
2020-10-23 9598T 11
2020-10-23 7380A 9
2020-10-23 2310R 8
2020-10-23 7904G 4
2020-10-23 9900H 10
2020-10-23 7659D 7
2020-10-23 9350P 4
2020-10-23 6072F 8
2020-10-24 8744T 6
2020-10-24 8100O 4
2020-10-24 7106Q 8
2020-10-24 9598T 5
2020-10-24 7380A 8
2020-10-24 2310R 10
2020-10-24 7904G 10
2020-10-24 9900H 9
2020-10-24 7659D 4
2020-10-24 9350P 11
2020-10-24 6072F 10
2020-10-25 8744T 5
2020-10-25 8100O 10
2020-10-25 7106Q 10
2020-10-25 9598T 6
2020-10-25 7380A 7
2020-10-25 2310R 10
2020-10-25 7904G 8
2020-10-25 9900H 8
2020-10-25 7659D 5
2020-10-25 9350P 7
2020-10-25 6072F 11
2020-10-26 8744T 10
2020-10-26 8100O 5
2020-10-26 7106Q 5
2020-10-26 9598T 6
2020-10-26 7380A 5
2020-10-26 2310R 7
2020-10-26 7904G 8
2020-10-26 9900H 6
2020-10-26 7659D 8
2020-10-26 9350P 7
2020-10-26 6072F 5
2020-10-27 8744T 5
2020-10-27 8100O 8
2020-10-27 7106Q 9
2020-10-27 9598T 4
2020-10-27 7380A 10
2020-10-27 2310R 7
2020-10-27 7904G 5
2020-10-27 9900H 6
2020-10-27 7659D 10
2020-10-27 9350P 11
2020-10-27 6072F 11
2020-10-28 8744T 11
2020-10-28 8100O 4
2020-10-28 7106Q 9
2020-10-28 9598T 7
2020-10-28 7380A 4
2020-10-28 2310R 7
2020-10-28 7904G 9
2020-10-28 9900H 7
2020-10-28 7659D 6
2020-10-28 9350P 11
2020-10-28 6072F 5
2020-10-29 8744T 7
2020-10-29 8100O 5
2020-10-29 7106Q 8
2020-10-29 9598T 8
2020-10-29 7380A 6
2020-10-29 2310R 4
2020-10-29 7904G 11
2020-10-29 9900H 5
2020-10-29 7659D 7
2020-10-29 9350P 5
2020-10-29 6072F 4
2020-10-30 8744T 8
2020-10-30 8100O 8
2020-10-30 7106Q 10
2020-10-30 9598T 6
2020-10-30 7380A 9
2020-10-30 2310R 8
2020-10-30 7904G 9
2020-10-30 9900H 5
2020-10-30 7659D 6
2020-10-30 9350P 9
2020-10-30 6072F 11
2020-10-31 8744T 7
2020-10-31 8100O 6
2020-10-31 7106Q 8
2020-10-31 9598T 4
2020-10-31 7380A 8
2020-10-31 2310R 4
2020-10-31 7904G 9
2020-10-31 9900H 10
2020-10-31 7659D 11
2020-10-31 9350P 8
2020-10-31 6072F 5
2020-11-01 8744T 7
2020-11-01 8100O 10
2020-11-01 7106Q 10
2020-11-01 9598T 10
2020-11-01 7380A 4
2020-11-01 2310R 4
2020-11-01 7904G 9
2020-11-01 9900H 4
2020-11-01 7659D 9
2020-11-01 9350P 7
2020-11-01 6072F 7
2020-11-02 8744T 6
2020-11-02 8100O 6
2020-11-02 7106Q 11
2020-11-02 9598T 7
2020-11-02 7380A 4
2020-11-02 2310R 9
2020-11-02 7904G 7
2020-11-02 9900H 8
2020-11-02 7659D 4
2020-11-02 9350P 5
2020-11-02 6072F 11
2020-11-03 8744T 5
2020-11-03 8100O 6
2020-11-03 7106Q 7
2020-11-03 9598T 9
2020-11-03 7380A 9
2020-11-03 2310R 9
2020-11-03 7904G 6
2020-11-03 9900H 11
2020-11-03 7659D 4
2020-11-03 9350P 7
2020-11-03 6072F 10
2020-11-04 8744T 7
2020-11-04 8100O 4
2020-11-04 7106Q 7
2020-11-04 9598T 6
2020-11-04 7380A 6
2020-11-04 2310R 8
2020-11-04 7904G 5
2020-11-04 9900H 5
2020-11-04 7659D 11
2020-11-04 9350P 6
2020-11-04 6072F 5
2020-11-05 8744T 10
2020-11-05 8100O 11
2020-11-05 7106Q 10
2020-11-05 9598T 8
2020-11-05 7380A 9
2020-11-05 2310R 8
2020-11-05 7904G 10
2020-11-05 9900H 10
2020-11-05 7659D 8
2020-11-05 9350P 9
2020-11-05 6072F 11
2020-11-06 8744T 6
2020-11-06 8100O 6
2020-11-06 7106Q 8
2020-11-06 9598T 7
2020-11-06 7380A 8
2020-11-06 2310R 6
2020-11-06 7904G 8
2020-11-06 9900H 11
2020-11-06 7659D 10
2020-11-06 9350P 11
2020-11-06 6072F 8
2020-11-07 8744T 9
2020-11-07 8100O 10
2020-11-07 7106Q 11
2020-11-07 9598T 5
2020-11-07 7380A 8
2020-11-07 2310R 9
2020-11-07 7904G 6
2020-11-07 9900H 10
2020-11-07 7659D 6
2020-11-07 9350P 11
2020-11-07 6072F 9
2020-11-08 8744T 8
2020-11-08 8100O 7
2020-11-08 7106Q 10
2020-11-08 9598T 9
2020-11-08 7380A 5
2020-11-08 2310R 8
2020-11-08 7904G 9
2020-11-08 9900H 7
2020-11-08 7659D 11
2020-11-08 9350P 10
2020-11-08 6072F 4
2020-11-09 8744T 5
2020-11-09 8100O 7
2020-11-09 7106Q 6
2020-11-09 9598T 8
2020-11-09 7380A 10
2020-11-09 2310R 7
2020-11-09 7904G 11
2020-11-09 9900H 9
2020-11-09 7659D 11
2020-11-09 9350P 6
2020-11-09 6072F 7
2020-11-10 8744T 4
2020-11-10 8100O 5
2020-11-10 7106Q 8
2020-11-10 9598T 5
2020-11-10 7380A 10
2020-11-10 2310R 6
2020-11-10 7904G 11
2020-11-10 9900H 8
2020-11-10 7659D 5
2020-11-10 9350P 4
2020-11-10 6072F 9
2020-11-11 8744T 7
2020-11-11 8100O 4
2020-11-11 7106Q 5
2020-11-11 9598T 10
2020-11-11 7380A 4
2020-11-11 2310R 11
2020-11-11 7904G 7
2020-11-11 9900H 7
2020-11-11 7659D 8
2020-11-11 9350P 8
2020-11-11 6072F 5
2020-11-12 8744T 4
2020-11-12 8100O 6
2020-11-12 7106Q 4
2020-11-12 9598T 7
2020-11-12 7380A 8
2020-11-12 2310R 11
2020-11-12 7904G 5
2020-11-12 9900H 7
2020-11-12 7659D 8
2020-11-12 9350P 7
2020-11-12 6072F 6
2020-11-13 8744T 4
2020-11-13 8100O 9
2020-11-13 7106Q 5
2020-11-13 9598T 10
2020-11-13 7380A 10
2020-11-13 2310R 4
2020-11-13 7904G 5
2020-11-13 9900H 9
2020-11-13 7659D 4
2020-11-13 9350P 9
2020-11-13 6072F 10
2020-11-14 8744T 9
2020-11-14 8100O 10
2020-11-14 7106Q 6
2020-11-14 9598T 8
2020-11-14 7380A 8
2020-11-14 2310R 10
2020-11-14 7904G 7
2020-11-14 9900H 10
2020-11-14 7659D 10
2020-11-14 9350P 4
2020-11-14 6072F 9
2020-11-15 8744T 7
2020-11-15 8100O 9
2020-11-15 7106Q 8
2020-11-15 9598T 10
2020-11-15 7380A 5
2020-11-15 2310R 7
2020-11-15 7904G 6
2020-11-15 9900H 7
2020-11-15 7659D 6
2020-11-15 9350P 8
2020-11-15 6072F 6
2020-11-16 8744T 8
2020-11-16 8100O 10
2020-11-16 7106Q 11
2020-11-16 9598T 4
2020-11-16 7380A 11
2020-11-16 2310R 4
2020-11-16 7904G 11
2020-11-16 9900H 10
2020-11-16 7659D 4
2020-11-16 9350P 11
2020-11-16 6072F 7
2020-11-17 8744T 11
2020-11-17 8100O 8
2020-11-17 7106Q 7
2020-11-17 9598T 7
2020-11-17 7380A 10
2020-11-17 2310R 6
2020-11-17 7904G 9
2020-11-17 9900H 5
2020-11-17 7659D 5
2020-11-17 9350P 9
2020-11-17 6072F 11
2020-11-18 8744T 8
2020-11-18 8100O 6
2020-11-18 7106Q 4
2020-11-18 9598T 8
2020-11-18 7380A 7
2020-11-18 2310R 11
2020-11-18 7904G 4
2020-11-18 9900H 4
2020-11-18 7659D 8
2020-11-18 9350P 4
2020-11-18 6072F 7
2020-11-19 8744T 9
2020-11-19 8100O 11
2020-11-19 7106Q 7
2020-11-19 9598T 5
2020-11-19 7380A 11
2020-11-19 2310R 5
2020-11-19 7904G 5
2020-11-19 9900H 9
2020-11-19 7659D 4
2020-11-19 9350P 4
2020-11-19 6072F 11
2020-11-20 8744T 5
2020-11-20 8100O 11
2020-11-20 7106Q 11
2020-11-20 9598T 10
2020-11-20 7380A 11
2020-11-20 2310R 9
2020-11-20 7904G 7
2020-11-20 9900H 8
2020-11-20 7659D 6
2020-11-20 9350P 4
2020-11-20 6072F 8
2020-11-21 8744T 8
2020-11-21 8100O 9
2020-11-21 7106Q 5
2020-11-21 9598T 5
2020-11-21 7380A 6
2020-11-21 2310R 6
2020-11-21 7904G 6
2020-11-21 9900H 6
2020-11-21 7659D 5
2020-11-21 9350P 4
2020-11-21 6072F 8
2020-11-22 8744T 5
2020-11-22 8100O 4
2020-11-22 7106Q 6
2020-11-22 9598T 8
2020-11-22 7380A 7
2020-11-22 2310R 10
2020-11-22 7904G 6
2020-11-22 9900H 8
2020-11-22 7659D 4
2020-11-22 9350P 11
2020-11-22 6072F 8
2020-11-23 8744T 5
2020-11-23 8100O 7
2020-11-23 7106Q 8
2020-11-23 9598T 10
2020-11-23 7380A 7
2020-11-23 2310R 6
2020-11-23 7904G 9
2020-11-23 9900H 5
2020-11-23 7659D 6
2020-11-23 9350P 4
2020-11-23 6072F 7
2020-11-24 8744T 4
2020-11-24 8100O 5
2020-11-24 7106Q 9
2020-11-24 9598T 4
2020-11-24 7380A 10
2020-11-24 2310R 11
2020-11-24 7904G 6
2020-11-24 9900H 8
2020-11-24 7659D 6
2020-11-24 9350P 4
2020-11-24 6072F 5
2020-11-25 8744T 5
2020-11-25 8100O 8
2020-11-25 7106Q 11
2020-11-25 9598T 11
2020-11-25 7380A 10
2020-11-25 2310R 10
2020-11-25 7904G 9
2020-11-25 9900H 6
2020-11-25 7659D 4
2020-11-25 9350P 7
2020-11-25 6072F 7
2020-11-26 8744T 4
2020-11-26 8100O 5
2020-11-26 7106Q 11
2020-11-26 9598T 10
2020-11-26 7380A 11
2020-11-26 2310R 5
2020-11-26 7904G 9
2020-11-26 9900H 7
2020-11-26 7659D 8
2020-11-26 9350P 6
2020-11-26 6072F 7
2020-11-27 8744T 7
2020-11-27 8100O 4
2020-11-27 7106Q 10
2020-11-27 9598T 10
2020-11-27 7380A 7
2020-11-27 2310R 10
2020-11-27 7904G 5
2020-11-27 9900H 9
2020-11-27 7659D 5
2020-11-27 9350P 11
2020-11-27 6072F 4
2020-11-28 8744T 5
2020-11-28 8100O 5
2020-11-28 7106Q 6
2020-11-28 9598T 5
2020-11-28 7380A 6
2020-11-28 2310R 4
2020-11-28 7904G 7
2020-11-28 9900H 10
2020-11-28 7659D 4
2020-11-28 9350P 8
2020-11-28 6072F 5
2020-11-29 8744T 11
2020-11-29 8100O 5
2020-11-29 7106Q 8
2020-11-29 9598T 7
2020-11-29 7380A 5
2020-11-29 2310R 10
2020-11-29 7904G 8
2020-11-29 9900H 5
2020-11-29 7659D 4
2020-11-29 9350P 6
2020-11-29 6072F 9
2020-11-30 8744T 11
2020-11-30 8100O 9
2020-11-30 7106Q 9
2020-11-30 9598T 10
2020-11-30 7380A 8
2020-11-30 2310R 5
2020-11-30 7904G 6
2020-11-30 9900H 8
2020-11-30 7659D 6
2020-11-30 9350P 7
2020-11-30 6072F 5
2020-12-01 8744T 10
2020-12-01 8100O 11
2020-12-01 7106Q 11
2020-12-01 9598T 5
2020-12-01 7380A 7
2020-12-01 2310R 5
2020-12-01 7904G 6
2020-12-01 9900H 7
2020-12-01 7659D 4
2020-12-01 9350P 10
2020-12-01 6072F 6
2020-12-02 8744T 11
2020-12-02 8100O 9
2020-12-02 7106Q 5
2020-12-02 9598T 4
2020-12-02 7380A 4
2020-12-02 2310R 8
2020-12-02 7904G 5
2020-12-02 9900H 6
2020-12-02 7659D 10
2020-12-02 9350P 7
2020-12-02 6072F 6
2020-12-03 8744T 4
2020-12-03 8100O 9
2020-12-03 7106Q 10
2020-12-03 9598T 11
2020-12-03 7380A 11
2020-12-03 2310R 10
2020-12-03 7904G 8
2020-12-03 9900H 10
2020-12-03 7659D 7
2020-12-03 9350P 7
2020-12-03 6072F 8
2020-12-04 8744T 5
2020-12-04 8100O 7
2020-12-04 7106Q 10
2020-12-04 9598T 7
2020-12-04 7380A 5
2020-12-04 2310R 11
2020-12-04 7904G 5
2020-12-04 9900H 8
2020-12-04 7659D 4
2020-12-04 9350P 10
2020-12-04 6072F 11
2020-12-05 8744T 5
2020-12-05 8100O 7
2020-12-05 7106Q 9
2020-12-05 9598T 7
2020-12-05 7380A 9
2020-12-05 2310R 9
2020-12-05 7904G 10
2020-12-05 9900H 10
2020-12-05 7659D 9
2020-12-05 9350P 10
2020-12-05 6072F 5
2020-12-06 8744T 5
2020-12-06 8100O 10
2020-12-06 7106Q 6
2020-12-06 9598T 4
2020-12-06 7380A 11
2020-12-06 2310R 4
2020-12-06 7904G 11
2020-12-06 9900H 9
2020-12-06 7659D 8
2020-12-06 9350P 6
2020-12-06 6072F 11
2020-12-07 8744T 8
2020-12-07 8100O 10
2020-12-07 7106Q 9
2020-12-07 9598T 6
2020-12-07 7380A 4
2020-12-07 2310R 10
2020-12-07 7904G 8
2020-12-07 9900H 7
2020-12-07 7659D 4
2020-12-07 9350P 6
2020-12-07 6072F 9
2020-12-08 8744T 8
2020-12-08 8100O 10
2020-12-08 7106Q 7
2020-12-08 9598T 7
2020-12-08 7380A 5
2020-12-08 2310R 10
2020-12-08 7904G 4
2020-12-08 9900H 6
2020-12-08 7659D 6
2020-12-08 9350P 6
2020-12-08 6072F 10
2020-12-09 8744T 7
2020-12-09 8100O 6
2020-12-09 7106Q 7
2020-12-09 9598T 7
2020-12-09 7380A 9
2020-12-09 2310R 4
2020-12-09 7904G 11
2020-12-09 9900H 7
2020-12-09 7659D 6
2020-12-09 9350P 6
2020-12-09 6072F 8
2020-12-10 8744T 6
2020-12-10 8100O 10
2020-12-10 7106Q 8
2020-12-10 9598T 10
2020-12-10 7380A 5
2020-12-10 2310R 11
2020-12-10 7904G 8
2020-12-10 9900H 7
2020-12-10 7659D 8
2020-12-10 9350P 10
2020-12-10 6072F 9
2020-12-11 8744T 6
2020-12-11 8100O 7
2020-12-11 7106Q 4
2020-12-11 9598T 5
2020-12-11 7380A 7
2020-12-11 2310R 6
2020-12-11 7904G 4
2020-12-11 9900H 4
2020-12-11 7659D 10
2020-12-11 9350P 7
2020-12-11 6072F 6
2020-12-12 8744T 7
