,text,favorites,retweets,source,day,hour,sentiment_score,sentiment_tag
176,"@JimmyJazzSJP @ianmackey19 Hi Jimmy, in most cases, you should get your booster dose 6 months after finishing a course of COVID-19 vaccines. If you are aged 60 to 69, you will get a text message from the HSE with a vaccination centre appointment.",0,0,Agorapulse app,2021-11-16,20:37:15,0.2,Positive
177,"@raqidoodle Hi Rachel, could you please give the team on the Covid-19 helpline a call regarding this on 1800 700 700 and they will be able to advise you further.",0,0,Agorapulse app,2021-11-16,20:35:56,0.25,Positive
178,"@Pearse1 Hi there, we are not doing walk-in clinics at this centre right now but you can register online to get an appointment. You will be able to find updates to the operational walk-in clinics on the HSE website here: https://t.co/2ew0ZKomar",0,0,Agorapulse app,2021-11-16,19:53:54,0.39285714285714285,Positive
179,"@athomeitwex Hi Peadar, some GPs will refer patients to a vaccination centre. There is a referral system in place.",1,0,Agorapulse app,2021-11-16,18:22:27,0.0,Neutral
180,"@Lenface Hi Sinead, could you please DM us regarding this?",0,0,Agorapulse app,2021-11-16,18:19:39,0.0,Neutral
181,"#KeepAntibioticsWorking: hand washing is the single most effective way to stop the spread of infection in homes, workplaces and hospitals, limiting the need to use antibiotics if someone gets very sick. Learn more: https://t.co/VhjcC9BfuN https://t.co/WQ9dLHIWF8",29,19,Twitter Media Studio,2021-11-16,18:06:00,0.11999999999999997,Neutral
182,"@lisa_ire Hi Lisa, there will be more tests available to book tomorrow.",0,0,Agorapulse app,2021-11-16,17:59:30,0.45,Positive
183,"@ianmackey19 Hi there, booster vaccine appointments are currently being issued. You can find more information about this here: https://t.co/kS7LjD6IUv",0,0,Agorapulse app,2021-11-16,16:46:30,0.25,Positive
184,"@Rose18874778 Hi Rose, if you are aged 70 or over, you'll be invited for your vaccine by your GP. Some GPs will refer patients to a vaccination centre. If you are aged 60 to 69, you will get a text message from the HSE with a vaccination centre appointment.",0,0,Agorapulse app,2021-11-16,16:31:04,0.13333333333333333,Neutral
185,"The #COVIDTrackerApp alerts you when you're a close contact with someone who tested positive for COVID-19. You can also store your Digital COVID certificate safely on the app. Download it here: https://t.co/Ghmp0Bl8L3
 
#StaySafe | #ForUsAll https://t.co/6LFkduahvO",5,2,Twitter Media Studio,2021-11-16,15:47:00,0.24242424242424243,Positive
186,"@KOM_acc Hi Kate, could you please send us a DM regarding this?",1,0,Agorapulse app,2021-11-16,15:31:27,0.0,Neutral
187,"@EmmaHorgan1 Hi Emma, could you please give the team on the Covid-19 helpline a call regarding this on 1800 700 700?",0,0,Agorapulse app,2021-11-16,15:01:08,0.0,Neutral
188,"The flu vaccine is free for all healthcare workers. Protect yourself, your family, and your patients by getting the flu vaccine today. Learn more here: https://t.co/5ZnO6RFY1b
 
#YourBestShot https://t.co/ZTULf4E2ae",20,9,Twitter Web App,2021-11-16,14:11:00,0.45,Positive
189,"If you test positive for COVID-19 you will get a text message. This will include a link to a website where you can upload contact details for your close contacts. If you do not use the website, a contact tracer will phone you to collect the details. https://t.co/SaMcgYF0as",41,18,Twitter Media Studio,2021-11-16,12:00:00,0.22727272727272727,Positive
190,"@DrDonnaLyons @rtenews Hi Donna,

Thank you for contacting us.

The latest updates on vaccination clinics and walk-in centres can be found on our website here
https://t.co/2ew0ZKomar

Kind regards.",0,0,Agorapulse app,2021-11-16,11:35:11,0.55,Positive
191,"Don't put off having your COVID-19 vaccine if you're pregnant or thinking of getting pregnant.  
 
Register for your free vaccine today:

 #COVIDVaccines | #ForUsAll | https://t.co/3oqrOlWR4p https://t.co/8z0uImgZhm",16,11,Twitter Web App,2021-11-16,09:20:00,0.35555555555555557,Positive
192,"@SeanArchie87 @HSEImm @DonnellyStephen Hi Sean, could you please DM us regarding this?",0,0,Agorapulse app,2021-11-15,21:39:52,0.0,Neutral
193,"@ruthnaughton Hi Ruth, there are no walk-in clinics operational this week but there will be in the future. You will be able to find updates here: https://t.co/2ew0ZKomar",0,0,Agorapulse app,2021-11-15,21:05:14,0.25,Positive
194,"@wdsolicitor Hi Wendy, there are a limited number of test appointments available at the moment due to the high number of cases. You will be able to book a test online here, there will be more appointments available to book tomorrow: https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-11-15,20:33:53,0.2519387755102041,Positive
195,"@Ellebelles1 Hi there, could you please DM us regarding this?",0,0,Agorapulse app,2021-11-15,20:07:44,0.0,Neutral
196,"@petebourke Hi Pete, unfortunately, we are not doing walk-in clinics at these centres right now but you can register online to get an appointment. You will be able to find more information and updates on the HSE website here: https://t.co/2ew0ZKomar",0,0,Agorapulse app,2021-11-15,19:18:31,0.19642857142857142,Positive
197,"@ruthnaughton Hi Ruth, the HSE has been updated with the information available regarding the operational walk-in centres, if there are any further changes to this you will be able to find updates on the HSE website here: https://t.co/2ew0ZKomar",0,0,Agorapulse app,2021-11-15,17:59:49,0.3,Positive
198,"No one will thank you for turning up if you’re sick.

Stay at home and get a test to protect yourself and others from #COVID19.

#StaySafe | #ForUsAll https://t.co/VsV6wK9B9I",34,9,Twitter Web App,2021-11-15,17:27:00,-0.7142857142857143,Negative
199,"Today marks the beginning of #AlcoholAwarenessWeek, an opportunity to get people thinking and talking about their relationship with alcohol. Find out more here:  https://t.co/ccurryvHZF https://t.co/8f9YAz6ESH",29,19,Twitter Web App,2021-11-15,16:42:42,0.5,Positive
200,"@louisa1989 Hi Louisa, this has now been updated, you can find this updated list here: https://t.co/2ew0ZKomar",0,0,Agorapulse app,2021-11-15,16:32:40,0.0,Neutral
201,"@SGillivan Hi Suzanne, the helpline is very busy at the moment, if you would like to DM us here we may be able to assist you with your query.",0,0,Agorapulse app,2021-11-15,16:11:24,0.315,Positive
202,"@gregstaff Hi Greg, we are not doing walk-in clinics at the Waterford Institute of Technology Arena centre right now but you can register online to get an appointment. You will be able to find updates regarding the walk-in clinic hours on the HSE website here: https://t.co/z8bdLHPpuF",0,0,Agorapulse app,2021-11-15,15:49:26,0.39285714285714285,Positive
203,"@louisa1989 Hi Louisa, this centre is not operational as a walk-in centre today. You can find more information about the walk-in vaccination centres on the HSE website here: https://t.co/z8bdLI70md",0,0,Agorapulse app,2021-11-15,15:44:34,0.5,Positive
204,"@MaryJ1979 Hi Mary, could you please give the team on the Covid-19 helpline a call regarding this on 1800 700 700 and they will be able to advise you further.",1,0,Agorapulse app,2021-11-15,15:41:53,0.25,Positive
205,"@twietrulla Hi Jen, could you please DM us regarding this?",1,0,Agorapulse app,2021-11-15,15:40:21,0.0,Neutral
206,"@dotsya Hi Ailbhe, could you please DM us regarding this?",1,0,Agorapulse app,2021-11-15,15:39:51,0.0,Neutral
207,"@emma_of_ryan Hi Emma,

Thank you for contacting us.

The testing system is under huge pressure and I would say lots of centres are booked out today. I would advise checking back tomorrow. You can book a test online using this link. https://t.co/78fP8m4pNl

Kind regards.",0,0,Agorapulse app,2021-11-15,15:05:04,0.3333333333333333,Positive
208,"The new @slaintecare Heart Optimisation project in Midland Regional Hospital Portlaoise is improving care and reducing hospital stays for those with heart failure. Read how the team ensure the best quality of life for these patients: https://t.co/EzwmPOwNKe
#OurHealthService https://t.co/s8xrcHdAte",15,4,Twitter Web App,2021-11-15,15:02:00,0.2732323232323232,Positive
209,"@GaynorNiamh Hi Niamh,

Thank you for contacting us.

The testing system is under huge pressure and I would say lots of centres are booked out today. I would advise checking back tomorrow.

Kind regards.",0,0,Agorapulse app,2021-11-15,14:46:57,0.3333333333333333,Positive
210,"If you test positive for COVID-19 you will get a text message. This will include a link to a website where you can upload contact details for your close contacts. If you do not use the website, a contact tracer will phone you to collect the details. https://t.co/qmMj1LVKkA",17,9,Twitter Web App,2021-11-15,14:15:00,0.22727272727272727,Positive
211,"European Antibiotics Awareness Day is coming up on 18th November.
Your body can fight most infection: antibiotics are only needed for bacterial infections.

#KeepAntibioticsWorking | https://t.co/pBTT0dUAas https://t.co/OzXGb2qxw7",25,12,Twitter Media Studio,2021-11-15,13:30:00,0.16666666666666666,Positive
212,"The #MakeASTART campaign is hosting a webinar on 25th November, bringing together a panel of expert speakers who will provide insights &amp; tips in order to support parents and guardians to start the conversation of moderating treats. Sign up: https://t.co/KMsfY3bw8W https://t.co/BXtJ91zOUF",16,6,Twitter Web App,2021-11-15,11:44:00,0.0,Neutral
213,"While anyone can catch the flu, some people are more at risk of getting seriously ill or needing hospital treatment. If you are at risk of serious illness from flu, make an appointment with your GP or pharmacist to get your flu vaccine. 

➡ https://t.co/5ZnO6RXySJ #YourBestShot https://t.co/RZ0k18gr1s",26,13,Twitter Media Studio,2021-11-15,09:18:00,-0.1111111111111111,Negative
214,"@ButtRashid Hi Rashid, Children and young people aged between 2 and 17 years can get the nasal flu vaccine for free. Your child can get the vaccine at your GP or pharmacy. For more information please see:  https://t.co/tL8ZNSkaLk",0,0,Agorapulse app,2021-11-14,20:51:43,0.225,Positive
215,"@AnthonyQuigley Hi Anthony, if you have received a COVID-19 vaccine course, you should get a booster dose if you are: 60 or older or a frontline healthcare worker. Appointments are currently being issued. You can find more information on the HSE website here: https://t.co/kS7LjD6IUv",2,1,Agorapulse app,2021-11-14,18:46:19,0.2222222222222222,Positive
216,"If cancer is found early, your chances of survival are much better than if is picked up later. 

Know the signs and reach out to your GP if you have any of them. Don't be scared and don't delay. 

Learn more: https://t.co/vtO2CpRH6D #cancerawareness https://t.co/NWFNr3yQfk",51,34,Twitter Web App,2021-11-14,18:13:00,0.275,Positive
217,"@thomasm69343978 Hi Thomas, could you please send us a DM regarding this?",0,0,Agorapulse app,2021-11-14,16:58:05,0.0,Neutral
218,"Use soap and water or alcohol hand sanitiser regularly to clean your hands and help stop the spread of COVID-19.  
 
#StaySafe | #ForUsAll | https://t.co/20lprFChU0 https://t.co/b9044zj8fl",25,9,Twitter Media Studio,2021-11-14,16:14:00,0.3666666666666667,Positive
219,"It's flu season, so if you're 65 or over, it's time to get your free, annual flu vaccine. Make an appointment with your GP or Pharmacist today. Find out more at https://t.co/5ZnO6RFY1b #YourBestShot https://t.co/CNdlGpCnMu",1,2,Twitter Media Studio,2021-11-14,14:13:00,0.45,Positive
220,"Even if you've already had COVID-19, register for a COVID-19 vaccine as you can become infected with the virus again. Get information on the vaccine here: https://t.co/nTNxEKexNZ

#COVIDVaccines | #ForUsAll https://t.co/DNWbbyGjd3",8,5,Twitter Web App,2021-11-14,12:32:00,0.0,Neutral
221,"1 in 20 people with diabetes are at risk of losing their sight due to retinopathy. Register for a free Diabetic RetinaScreen to prevent sight loss. Find out how to register here: https://t.co/XPXmgPmfV4

#WorldDiabetesDay https://t.co/F1SxHn0PhZ",15,5,TweetDeck,2021-11-14,10:30:00,0.1375,Neutral
222,"Walk-in clinics are open people aged 12 and older. Children aged 12 to 15 must attend with their parent or guardian.

Visit https://t.co/2ew0ZKomar for more details. 

#ForUsAll

(5/5)",3,2,Twitter Web App,2021-11-14,10:05:02,0.09333333333333334,Neutral
223,"📍Abbeycourt Hotel, Co Tipperary, 2pm to 4pm
📍Astro Active Centre, Co Wexford, 9am to 1pm 
(4/5)",1,1,Twitter Web App,2021-11-14,10:05:02,-0.13333333333333333,Negative
224,"📍Glencarn Hotel, Co Monaghan, 9.30am to 4.30pm
📍St Joseph's Pastoral Centre, Co Monaghan, 12pm to 6pm
📍Mucklagh Community Centre, Co Offaly, 11am to 3pm
📍Kilbride Community Centre, Co Roscommon, 3.15pm to 4.15pm

(3/5)",1,1,Twitter Web App,2021-11-14,10:05:01,0.0,Neutral
225,"📍Bailieborough Health Centre, Co Cavan, 12pm to 6pm
📍Letterkenny Community Assessment Hub, Co Donegal, 8.15am to 5.15pm 
📍National Show Centre, Co Dublin, 10.30am to 12.30pm, 1.40pm to 4.20pm, and 5.20pm to 7pm 
📍Limerick Racecourse, Co Limerick, 4pm to 7pm

(2/5)",1,1,Twitter Web App,2021-11-14,10:05:01,0.0,Neutral
226,"Here are today’s open walk-in #COVIDVaccine clinics. Walk-in clinics are for first and second dose only. You cannot get a booster dose at a walk-in vaccination clinic.  
(1/5) https://t.co/xzgnoSRWKB",18,8,Twitter Web App,2021-11-14,10:05:00,0.0625,Neutral
227,"If you have had COVID-19, and you’re due to get a booster vaccine dose, you’ll need to wait until around 6 months after your positive test result. 

More: https://t.co/xEvnboJq4R
 
#COVIDVaccines | #ForUsAll https://t.co/nfA0nYmqe7",13,5,Twitter Web App,2021-11-14,09:22:00,0.20075757575757577,Positive
228,"@heathermarkey3 Hi Heather, you can find information about the people who will be offered a booster vaccine on the HSE website. The details of any updates to this will also be available on the HSE website here: https://t.co/kS7LjD7gK3",0,0,Agorapulse app,2021-11-13,21:01:17,0.4,Positive
229,"@gerty321 @paulreiddublin Hi Anne, if you are aged 60 to 69, you will get a text message from the HSE with a vaccination centre appointment for your booster vaccine. You will be contacted as soon as possible.",2,0,Agorapulse app,2021-11-13,20:07:56,-0.05,Negative
230,"On International Men’s Day 19th Nov from 12.00 – 13.15, @HsehealthW with their partners are hosting the 4th in the series of webinars on Engaging Men. Register here: https://t.co/PEgiQRnPwj

#IMD2021 https://t.co/gM5lUJeZ3d",14,13,Twitter Media Studio,2021-11-13,20:03:00,0.2,Positive
231,"There are many types of dementia &amp; signs and symptoms of dementia vary from person to person. They might include memory loss, difficulties with carrying out everyday tasks, solving problems or changes in mood and behaviour. Learn more: https://t.co/sNhxwZQMI5
 #UnderstandTogether https://t.co/o0z5MYA7c2",11,4,Twitter Web App,2021-11-13,17:45:00,0.26666666666666666,Positive
232,"@heathermarkey3 Hi Heather, If you have received a COVID-19 vaccine course, you should get a booster dose if you are 60 or older or a frontline healthcare worker. If you are aged 59 or under, and you are not a healthcare worker, you do not need a booster dose at this time.",0,0,Agorapulse app,2021-11-13,16:26:23,0.033333333333333326,Neutral
233,"Talk to your family about organ donation. Take the opportunity to #HaveThatConversation and make sure that your family know what your wishes are, because organ donation saves lives. Find out more here: https://t.co/213DrPrXaJ

#OrganDonationSavesLives https://t.co/2NUEWZ6CVu",16,3,Twitter Web App,2021-11-13,14:30:00,0.5,Positive
234,"Keep protecting yourself and others from COVID-19. Take steps to reduce your risk.  
 https://t.co/Kt6iiKZ3LN
#ForUsAll | #StaySafe https://t.co/50qoc4hyM2",6,2,Twitter Web App,2021-11-13,12:15:00,0.0,Neutral
235,"While anyone can catch the flu, some people are more at risk of getting seriously ill or needing hospital treatment. If you are at risk of serious illness from flu, make an appointment with your GP or pharmacist to get your flu vaccine today
#YourBestShot
https://t.co/5ZnO6RXySJ https://t.co/A8TE2dtGnR",11,4,Twitter Media Studio,2021-11-12,17:29:00,-0.1111111111111111,Negative
236,"RT @HsehealthW: Do you plan your health research with #KnowledgeTranslation in mind?
It matters if you want your research to make an impact…",0,15,Twitter Web App,2021-11-12,15:30:02,0.0,Neutral
237,"If you’re aged 60 or older, or if you’re a healthcare worker, you will soon be offered your COVID-19 vaccine booster dose. Learn more here: https://t.co/51DpxtWvLh 

#COVIDVaccines | #ForUsAll https://t.co/bJxuHTCeOj",26,11,Twitter Web App,2021-11-12,15:00:02,0.18888888888888888,Positive
238,"Tá #COVID19 ag scaipeadh fós. Cabhraigh linn srian a chur leis agus ná buail ach le grúpa beag cairde, fan amach ó dhaoine eile agus glan do lámha nó úsáid díghalrán go rialta. Fillfidh muid arís ar an saol mar a bhí – go sábháilte. #DoChách https://t.co/bLNg7e3tSF",20,14,Twitter Web App,2021-11-12,13:00:02,0.0,Neutral
239,"@ShaneH1525 Hi Shane, can you drop us a DM with more information please?",1,0,Agorapulse app,2021-11-12,12:32:35,0.5,Positive
240,"@janvi_patkar Hi there, can you drop us a DM with some more information please?",0,0,Agorapulse app,2021-11-12,12:14:55,0.5,Positive
241,"@Wakeup_mua Hi there, with the rise in cases these may be booked out. You can check back later in the day when more will be added.",1,0,Agorapulse app,2021-11-12,11:40:20,0.16666666666666666,Positive
242,"Don't make your minor injury a major hassle. If it's a sprain, break or minor burn, your local injury unit can treat you. Find out more about injury units here: https://t.co/2DdDsNebvC? https://t.co/f4g69ZoARS",7,2,Twitter Web App,2021-11-12,11:00:00,0.0925,Neutral
243,"Today we thank everyone involved in the smooth running of the historic #COVID19 vaccination programme. Your expertise and collaboration has ensured that the programme proceeded safely, whilst achieving one of the world’s highest vaccination uptake rates.

#OurHealthService https://t.co/7Wf0sbEDco",72,23,Twitter Media Studio,2021-11-12,10:00:01,0.3,Positive
244,"It’s flu season and children aged 2 to 17 can get their flu vaccine for free. It’s given as a nasal spray, and it’s safe and effective. Find more information on the children’s flu vaccine at https://t.co/2Bflfuf2Vd #YourBestShot https://t.co/HAg43uOE3R",15,17,Twitter Media Studio,2021-11-12,09:28:00,0.38,Positive
245,"@mhopkinsdublin Hi Mary, our test centres are very busy with the rise in cases. You can check back later in the morning when more appointments will be added. If you need a PCR test urgently please contact your GP for a referral.",0,0,Agorapulse app,2021-11-12,08:38:39,0.1575,Positive
246,@elvisindegarden Hi there can you drop us a DM with some more information please?,1,0,Agorapulse app,2021-11-12,07:38:05,0.5,Positive
247,@natellie29 Hi Natalie can youdrop us a DM with some more information please?,1,0,Agorapulse app,2021-11-11,20:07:22,0.5,Positive
248,"@xart00n The HSE is not looking after the Digital COVID Certificate. If you have any queries regarding this certificate, you will need to call the DCC helpline at 1800 807 008 or you can request information online on the following website. https://t.co/87AEY64u0w",1,0,Agorapulse app,2021-11-11,18:53:58,0.0,Neutral
249,"COVID-19 vaccines are your best possible protection against serious illness from COVID-19.  
  
They are safe and effective - register for yours today:  https://t.co/5WJKVuAwuL 

 #ForUsAll | #COVIDVaccines https://t.co/I6AIThSoZN",2,1,Twitter Media Studio,2021-11-11,17:23:00,0.35333333333333333,Positive
250,"@xart00n Hi there, you would need to check in with your workplace to see if they require anything",1,0,Agorapulse app,2021-11-11,17:08:45,0.0,Neutral
251,"@annamariagarv Hi Ann-Marie, can you drop us a DM with some more information please?",0,0,Agorapulse app,2021-11-11,16:29:28,0.5,Positive
252,"@keogh_maeve Hi Maeve, can you drop us a DM with some more information on your specific situation and we will let you know.",0,0,Agorapulse app,2021-11-11,16:26:53,0.25,Positive
253,"Healthcare workers can prevent the spread of flu and save lives by getting the flu vaccine. Speak to your line manager, peer vaccinator, or occupational health department about getting your free flu vaccine this winter. https://t.co/5ZnO6RXySJ https://t.co/OatmjnrV4S",16,8,Twitter Web App,2021-11-11,15:47:00,0.4,Positive
254,"@SuzyYoung24 Hi Suzy, can you drop us a DM with some more information please?",1,0,Agorapulse app,2021-11-11,15:07:06,0.5,Positive
255,@lou_o_donnell @DonnellyStephen @CMOIreland Hi Louise can you ask her to DM us or call us directly on 1800 700 700?,0,0,Agorapulse app,2021-11-11,15:06:26,0.1,Neutral
256,@glitterdreamz Hi Amy can you drop us a DM with some more information please?,0,0,Agorapulse app,2021-11-11,15:05:51,0.5,Positive
257,"COVID-19 is still here and spreads very easily. You can still spread the virus, even if you don't have symptoms. 
   
Distance. Wear. Wash.    
   
We can do this. #ForUsAll

https://t.co/gje3D4Fz9z https://t.co/BTTftHNlIA",40,17,Twitter Media Studio,2021-11-11,13:19:00,0.5633333333333334,Positive
258,RT @HsehealthW: You are invited to our upcoming webinar focused on Alcohol's impact on the immune system and brain as part of #AlcoholAware…,0,30,Twitter Web App,2021-11-11,12:06:42,0.0,Neutral
259,"If you are a close contact of someone with COVID-19 - but are fully vaccinated and have no symptoms - we will register you for antigen COVID-19 tests. Close contacts who have symptoms or who aren't vaccinated need a PCR test. More👉🏻https://t.co/jxpVwg4hC7

#StaySafe | #ForUsAll https://t.co/kpF5vpdOGa",50,26,Twitter Web App,2021-11-11,11:57:00,0.0,Neutral
260,"Getting a vaccine cannot infect your baby with COVID-19. If you were vaccinated while pregnant, antibodies against COVID-19 pass into your breast milk and may offer some protection to your baby. Get more advice on vaccination here: https://t.co/Ienpa8HPhb
#COVIDVaccines #ForUsAll https://t.co/CyJ2DfwRwv",25,13,Twitter Media Studio,2021-11-11,09:10:00,0.41666666666666663,Positive
261,"@DrCDav HI Dr. Davenport, Thanks for your tweet. Can you please DM with more information? Thank you.",0,0,Agorapulse app,2021-11-10,16:56:01,0.35,Positive
262,"Face coverings help to reduce the spread of #COVID19. They should:

👉cover the nose &amp; go under the chin
👉fit snugly against the side of the face
👉be secured with ties or ear loops
👉include at least 2 layers of fabric
👉allow for unrestricted breathing

https://t.co/YY7wWYaUlD https://t.co/U4w6bN9m52",63,41,Twitter Web App,2021-11-10,16:54:00,-0.3,Negative
263,"@todayInIreland Hi there,

Thanks for your message.

The HSE is not looking after the Digital COVID Certificate. If you have any queries regarding your Digital COVID Certificate you will need to call the Digital COVID Certificate helpline at 1800 807 008

Kind regards.",1,0,Agorapulse app,2021-11-10,15:57:47,0.16,Positive
264,"No one will thank you for turning up if you’re sick.

Stay at home and get a test to protect yourself and others from #COVID19.

#StaySafe | #ForUsAll https://t.co/AxUd5LDuse",21,10,Twitter Web App,2021-11-10,14:58:00,-0.7142857142857143,Negative
265,"@astridmhurley Hi there,

Thanks for your message.

If you are a close contact and you have received a COVID-19 vaccine you do not need to restrict your movements or get a test if you do not have symptoms of COVID-19.

You can read more here: https://t.co/Al0gie03vO

Kind Regards.",1,0,Agorapulse app,2021-11-10,13:25:19,0.4333333333333333,Positive
266,"Everyone aged 12 and over can register for a free #COVIDVaccine if you haven't already.  
 
Parents or guardians of 12 to 15-year-olds can register for their children. 12 to 15-year-olds cannot register themselves. 
 
Learn more: https://t.co/t0mwVgk0le #ForUsAll https://t.co/WBZGG1td9n",12,4,Twitter Media Studio,2021-11-10,12:52:00,0.26666666666666666,Positive
267,"@RCrudden Hi Rachel,

Thank you for contacting us.

The testing system is under huge pressure and I would say lots of centres are booked out today. I would advise checking back for additional times to be added.

You can book a test online here: https://t.co/ET1sj0rYLL

Kind regards.",0,0,Agorapulse app,2021-11-10,12:13:08,0.3333333333333333,Positive
268,"If you have symptoms of #COVID19, self-isolate (stay in your room) and get a COVID-19 test. Learn more about the symptoms of COVID-19 here: https://t.co/cQGYL1Cw4h https://t.co/2OvEYeU7k5",9,5,Twitter Media Studio,2021-11-10,11:29:00,0.5,Positive
269,"@jofus837 Hi Joseph,

Thank you for contacting us.

The testing system is under huge pressure and I would say lots of centres are booked out today. I would advise checking back for additional times to be added.

You can book a test online here:
https://t.co/ET1sj0rYLL

Kind regards.",0,0,Agorapulse app,2021-11-10,10:45:20,0.3333333333333333,Positive
270,If you are immunocompromised you may be offered another #COVIDVaccine dose. A weak immune system means you may not have responded as well to your vaccine as others. Another dose should protect you from becoming very ill from COVID-19. #ForUsAll https://t.co/T4ZMduYPEy,13,6,Twitter Media Studio,2021-11-10,10:07:00,-0.19166666666666665,Negative
271,"@velvetvocals Hi there,

Thank you for contacting us.

The testing system is under huge pressure and I would say lots of centres are booked out today. I would advise checking back for additional times to be added.

You can book a test here:
https://t.co/ET1sj0rYLL

Kind regards.",0,0,Agorapulse app,2021-11-10,09:38:18,0.3333333333333333,Positive
272,"@inahurry90 Hi there,

Thank you for contacting us.

The testing system is under huge pressure as lots of centres are booked out today.  I would advise checking back for additional times to be added.

You can book a test online here: https://t.co/ET1sj0rYLL

Kind regards.",0,0,Agorapulse app,2021-11-10,09:27:43,0.3333333333333333,Positive
273,"If you have had COVID-19, and you’re due to get a booster vaccine dose, you’ll need to wait until around 6 months after your positive test result. 

More: https://t.co/xEvnboJq4R
 
#COVIDVaccines #ForUsAll https://t.co/GzW9Tu9de3",11,4,Twitter Web App,2021-11-10,09:17:14,0.20075757575757577,Positive
274,"@andycummins2007 Hi Andy, can you drop us a DM with some more details please?",1,0,Agorapulse app,2021-11-09,19:39:42,0.5,Positive
275,@carolinesimons The HSE is not looking after the Digital COVID Certificate. If you have any queries regarding your Certificate or wish to make changes you will need to call the DCC helpline at 1800 807 008 or you can request information online on the following website. https://t.co/87AEY64u0w,0,0,Agorapulse app,2021-11-09,19:19:35,0.0,Neutral
276,The #COVIDTrackerApp alerts you when you're a close contact with someone who tested positive for COVID-19. You can also store your Digital COVID certificate safely on the app ➡ https://t.co/LejqNxbKi3 https://t.co/wWXmklesBT,21,8,Twitter Web App,2021-11-09,17:37:00,0.24242424242424243,Positive
277,"@kittygorman Hi Kate, would you like to DM us some more information so we can take a look for you?",1,0,Agorapulse app,2021-11-09,15:55:42,0.5,Positive
278,"Using soap and water or alcohol hand sanitiser regularly to clean your hands can help stop the spread of COVID-19 and other illnesses.  
 
#StaySafe | #ForUsAll | https://t.co/3gsrg6hqu1 https://t.co/akSsgS6gGG",25,9,Twitter Web App,2021-11-09,15:38:00,0.12083333333333335,Neutral
279,"@BexTwits Hi Rebecca, can you drop us a DM with some more information please?",0,0,Agorapulse app,2021-11-09,14:54:18,0.5,Positive
280,"@claireinbray Hi Claire, appointments are being booked out quickly as we are so busy. If you need an appointment urgently please contact your GP or call our helpline on 1800 700 700.",0,0,Agorapulse app,2021-11-09,14:29:05,0.21666666666666667,Positive
281,"@delphidub Hi Delphine, if you give our team a call on 1800 700 700 they will help you book this.",0,0,Agorapulse app,2021-11-09,14:23:10,0.0,Neutral
282,"@johninkinsale Hi John, you'd need to check in with the Spanish health service to see what they are offering.",0,0,Agorapulse app,2021-11-09,14:14:59,0.0,Neutral
283,"@EMBorg111 Hi there, could you please DM us regarding this?",0,0,Agorapulse app,2021-11-09,13:46:13,0.0,Neutral
284,"It's flu season, so if you're 65 or over, it's time to get your free, annual flu vaccine. Make an appointment with your GP or Pharmacist today. Find out more here: https://t.co/5ZnO6RFY1b #YourBestShot https://t.co/02cAhkf0zU",15,5,Twitter Web App,2021-11-09,13:43:00,0.45,Positive
285,"@celoscher Hi there,

Thanks for contacting us.

There are currently appointments available to book online. You can book a testing appointment online here: https://t.co/ET1sj0rYLL

Unfortunately, it is not possible to walk-in to a testing centre.

Kind regards.",1,0,Agorapulse app,2021-11-09,12:50:08,0.24000000000000005,Positive
286,"@Celticbhoy1970 Hi there,

Could you please reply with the word New, without the quotation marks or full stop'.

Kind regards.",2,0,Agorapulse app,2021-11-09,12:36:49,0.3621212121212121,Positive
287,"@Celticbhoy1970 Hi there,

Thank you for contacting us.

Reply to the text message we sent you with the word -'New'

You will get a reply saying 'Your appointment is now cancelled. We will send you another text message with your new appointment details in the coming weeks.

Kind regards,
Conor.",0,0,Agorapulse app,2021-11-09,11:58:34,0.2909090909090909,Positive
288,The annual Health Services Excellence Awards are an opportunity for staff to showcase their exceptional work. The National Gestational Trophoblastic Disease Centre at @CUH_Cork was the winner in the Excellence in Quality Care category ➡ https://t.co/S35p3UiIys #OurHealthService https://t.co/EwEghM5TwG,14,4,Twitter Web App,2021-11-09,11:25:00,0.6666666666666666,Positive
289,"@B1KER42 @shanercpower @stjamesdublin Hi there,

Thank you for contacting us.

They are essentially the same thing.

Boosters are for people
- 60 or older, or
- a frontline healthcare worker
https://t.co/784i4wCJcX

But 3rd doses, are for people with a weak immune system. https://t.co/784i4wCJcX

Kind regards,
Conor.",2,0,Agorapulse app,2021-11-09,11:07:58,0.06527777777777777,Neutral
290,"RT @safefood_net: It’s hard to avoid the treats when you’re on the go – portion of cheese, fruit or bag of raisins are easy to grab when yo…",0,5,Twitter Web App,2021-11-09,09:48:31,0.07083333333333333,Neutral
291,You can book a #COVID19 test online if you have symptoms of COVID-19. Just log on to our system and pick a time slot up to the end of the following day. Learn more here: https://t.co/EfPkxHsDBJ https://t.co/p3dLC4BuB0,22,14,Twitter Media Studio,2021-11-09,08:46:00,0.25,Positive
292,"@ewhite72 Hi Eileen, if you have replied 'new', another appointment will automatically be rescheduled for you, within a week or so.  You will also be able to find updates to the walk-in vaccine centres that are operational here: https://t.co/2ew0ZKomar",0,0,Agorapulse app,2021-11-09,08:42:22,0.3181818181818182,Positive
